Num,Name,Current Price,Fair Price,gap,avg_pe,div_yield
AVGO,,470.05,646.0884054054055,0.3745099572500915,27.76486486486487,3.05
BR,,144.38,317.7877528301887,1.2010510654535858,20.462830188679245,1.61
BF.B,,76.59,167.8035431034483,1.190932799366083,22.523965517241383,0.95
CHRW,,91.87,253.1336425925926,1.75534606065737,19.45685185185185,2.27
COG,,17.81,141.71754545454544,6.957189525802664,33.74227272727273,2.25
CDNS,,137.86,461.9159399999999,2.350616132308138,31.746799999999997,0.0
CPB,,47.55,318.3338943396226,5.694719123861674,15.17320754716981,3.14
KMX,,125.42,356.8669259259259,1.8453749475835264,20.048703703703705,0.0
CTLT,,114.17,236.19863333333336,1.0688327348106628,50.04208333333333,0.0
CAT,,197.28,358.61629999999997,0.8178036293592861,13.311666666666667,2.09
CBOE,,104.2,383.71714642857137,2.682506203729092,22.141785714285714,1.83
CBRE,,68.1,299.08550566037735,3.3918576455268337,21.22679245283019,0.0
CDW,,151.56,435.9715,1.8765604381103191,21.476428571428574,1.06
CE,,129.15,259.4893283018868,1.0092088912263786,12.670377358490567,2.09
CNC,,61.06,226.19066666666671,2.7044000436728908,19.56666666666667,0.0
CERN,,79.02,256.5600631578947,2.2467737681333175,34.299473684210525,1.12
CF,,43.99,94.44785999999999,1.1470302341441234,12.745999999999999,2.73
SCHW,,55.7,190.3913379310345,2.4181568748839233,22.036034482758623,1.29
CHTR,,619.51,1755.453663157895,1.8336163470450761,42.98368421052632,0.0
CMG,,1550.49,1696.1513882352945,0.09394539031873438,48.29588235294119,0.0
CB,,164.53,213.52463999999998,0.297785449462104,10.549636363636363,1.88
CINF,,89.04,250.58214545454553,1.8142648860573394,12.16418181818182,2.74
CI,,211.17,729.8915689655173,2.456416957737924,13.774137931034485,0.02
CTAS,,349.34,654.0888763636365,0.8723560896651873,19.02527272727273,1.01
CHD,,83.24,243.74594482758624,1.9282309566024296,21.841034482758623,1.17
CSCO,,48.5,141.77733333333333,1.9232439862542954,13.940740740740742,2.94
C,,63.12,227.25765853658535,2.6004065040650404,10.801219512195122,3.2
CFG,,40.37,98.02945454545456,1.4282748215371455,11.014545454545456,3.85
CLX,,187.35,544.3607724137931,1.90558191840829,17.74896551724138,2.34
CME,,185.2,481.16084210526316,1.5980607025122202,19.093684210526316,1.77
CTXS,,136.93,546.6452962962964,2.992151437203654,28.177592592592596,1.04
KO,,49.6,154.3354673076923,2.1116021634615385,18.307884615384616,3.29
CMS,,56.93,168.22448301886791,1.9549355878950976,16.958113207547168,3.08
CTSH,,76.04,237.9934153846154,2.129845020839234,21.975384615384616,1.16
CL,,78.7,233.72233333333335,1.9697882253282506,20.44814814814815,2.21
CMA,,62.86,173.943,1.767149220489978,11.713333333333333,4.3
CAG,,35.32,100.86217058823529,1.855667343947771,13.288823529411765,3.16
ED,,71.35,199.0939789473684,1.7903851289049535,12.458947368421052,4.29
STZ,,233.8,293.0062978723404,0.25323480698178086,18.49787234042553,1.31
CPRT,,121.08,270.60272142857144,1.2349085020529522,23.069285714285716,0.0
COO,,378.99,770.1369877551019,1.0320773312095357,29.21612244897959,0.02
CTVA,,43.04,51.50062500000001,0.19657585966542768,42.5625,1.19
COST,,359.56,822.7678344827586,1.2882629727521377,23.08551724137931,0.78
CSX,,88.47,182.3014641509434,1.0606020589006826,12.94754716981132,1.19
CCI,,163.08,572.6924307692309,2.511726948548141,88.37846153846155,3.31
CMI,,244.98,534.5558716981133,1.1820388264271093,12.132452830188681,2.26
DHR,,237.49,325.58099999999996,0.3709250915828033,18.907142857142855,0.31
CVS,,73.83,331.6832036363636,3.4925261226650903,14.458727272727272,2.74
DHI,,81.8,266.0746153846154,2.2527459093473765,11.942307692307693,0.96
DE,,315.33,493.3873499999999,0.5646698696603556,13.580714285714285,0.96
DVA,,111.0,456.616284,3.1136602162162164,18.456599999999998,0.0
DLR,,148.24,518.4865384615384,2.4976156129353644,49.66346153846153,3.06
DFS,,92.66,172.483847368421,0.8614704011269265,12.241578947368419,1.87
DISCA,,43.5,125.4765886363636,1.8845192789968643,12.790681818181817,0.0
DISCK,,38.43,178.84086279069763,3.653678448886225,18.230465116279067,0.0
DISH,,32.28,164.88607142857143,4.107994777836785,17.541071428571428,0.0
DG,,203.49,598.400075,1.9406854145166839,17.7725,0.73
DLTR,,109.82,279.68941800000005,1.5467985612820985,19.065400000000004,0.0
DPZ,,382.96,993.0314175438597,1.5930421389802063,23.15298245614035,0.82
DOV,,120.35,209.01977499999998,0.73676589115081,11.755892857142856,1.64
DTE,,121.33,324.8166350877193,1.6771337269242506,12.698070175438597,3.59
DRE,,41.78,62.922679999999986,0.5060478697941595,20.698249999999994,2.45
DUK,,93.7,232.88413090909089,1.4854229552731149,14.871272727272725,4.12
EMN,,106.07,180.7267924528302,0.7038445597513927,10.757547169811321,2.57
EBAY,,62.23,245.597595652174,2.946610889477326,9.32413043478261,1.0
ETN,,119.83,180.4043890909091,0.505502704589077,12.407454545454547,2.43
EIX,,57.78,132.88444615384617,1.2998346513299788,11.71820512820513,4.59
EA,,146.11,788.9706666666667,4.399840302968083,31.813333333333336,0.48
EW,,86.39,172.21031428571428,0.9934056521092056,34.71982142857143,0.0
EMR,,85.9,195.25049107142854,1.2729975677698315,15.434821428571427,2.33
EOG,,58.22,193.64255813953486,2.326048748532031,22.91627906976744,2.52
ETR,,96.01,264.28066363636367,1.7526368465406068,10.639318181818183,4.02
EQIX,,750.47,2197.3075755555556,1.9279086113442983,96.3308888888889,1.42
EQR,,66.81,218.7715714285714,2.2745333247802932,19.394642857142856,3.65
ESS,,259.33,1376.1286370370374,4.306476832749923,38.829814814814824,3.19
ETSY,,229.87,332.8299428571428,0.44790508921191446,75.98857142857142,0.0
EVRG,,54.7,167.61625263157893,2.0642824978350807,15.182631578947367,3.95
EXC,,43.57,135.69409821428573,2.114392889930818,12.529464285714287,3.5
ES,,87.27,262.71321428571423,2.0103496537838232,20.70238095238095,2.65
RE,,234.69,594.6095826086956,1.5335957331317722,8.360652173913042,2.75
EXPD,,96.92,322.44201964285713,2.326888357850362,23.048035714285714,1.1
EXR,,118.31,373.10264727272727,2.1536019548028675,28.137454545454545,3.07
FFIV,,206.75,549.64312,1.6584915114873033,28.375999999999998,0.0
FAST,,47.66,125.31399107142856,1.629332586475631,22.993392857142858,2.36
FDX,,257.46,384.0552624999999,0.49170846927678064,19.735625,1.01
FRT,,95.77,474.1126614035087,3.9505342111674713,31.62859649122807,4.64
FITB,,32.61,66.58773333333333,1.0419421445364407,9.146666666666667,3.32
FE,,32.53,86.48841860465117,1.658727900542612,15.611627906976747,4.86
FRC,,155.3,355.2835135135135,1.2877238474791597,17.544864864864866,0.51
FISV,,113.45,135.20144117647058,0.19172711482124793,21.77156862745098,0.0
FLT,,261.98,946.8017025641024,2.614022835957334,29.376410256410246,0.0
FLIR,,54.76,94.02419230769233,0.7170232342529644,21.968269230769234,1.25
FMC,,116.36,304.55304230769235,1.617334499034826,20.774423076923078,1.65
FLS,,38.55,91.54434130434787,1.3746910844188813,16.554130434782614,2.06
FTNT,,159.96,796.7226833333334,3.9807619613236644,86.03916666666667,0.0
FTV,,70.24,119.9350857142857,0.7075040676863,21.302857142857142,0.41
FBHS,,90.12,336.2865882352941,2.7315422573823134,26.689411764705884,1.05
FOXA,,30.73,130.18714285714285,3.236483659523034,14.074285714285713,1.41
FOX,,29.69,128.36357142857145,3.32346148294279,13.877142857142859,1.46
BEN,,27.46,70.29523529411765,1.5599138854376418,10.798039215686273,4.21
GRMN,,126.12,271.87296842105263,1.155668953544661,13.405964912280702,1.97
IT,,183.72,382.00965625,1.079303593784019,35.469791666666666,0.0
GD,,163.13,576.6273,2.534771654508674,12.505471698113208,2.76
GIS,,57.67,206.85638620689653,2.5868976280023674,14.091034482758618,3.54
GL,,92.75,234.5795379310345,1.5291594386095364,9.443620689655173,0.8
GPN,,203.28,550.4348863636363,1.7077670521627133,71.95227272727271,0.39
GS,,304.28,882.6323999999998,1.9007243328513208,11.027391304347825,1.67
GWW,,374.69,814.5028054545456,1.173804492926274,17.444909090909093,1.62
HBI,,18.73,95.29860000000001,4.088019220501868,16.48764705882353,3.75
HIG,,50.24,220.39676923076922,3.3868783684468395,12.451794871794872,2.58
HAS,,92.29,200.3941764705882,1.1713530877731952,15.344117647058823,2.92
HCA,,175.42,462.23221874999996,1.6350029571884617,13.1390625,0.0
HSIC,,70.74,378.4615578947369,4.350036159100042,21.454736842105266,0.0
PEAK,,30.64,35.78161632653062,0.1678073213619653,19.4465306122449,4.89
HSY,,149.62,487.07598965517235,2.2554203292017934,23.405862068965515,2.15
HLT,,109.34,122.10000000000004,0.11670020120724377,26.77631578947369,0.0
HOLX,,81.15,460.15887692307695,4.670472913408219,39.22923076923077,0.0
HON,,202.02,437.4819326530613,1.1655377321703855,15.29122448979592,1.82
HST,,14.09,24.086833333333335,0.7094984622663829,15.440277777777778,0.0
HRL,,49.83,124.31777586206898,1.4948379663268911,18.017068965517243,1.97
HUM,,378.0,1514.9997245614036,3.0079357792629726,14.52122807017544,0.66
HBAN,,14.28,31.4534,1.2026190476190477,10.846,4.22
HII,,167.77,780.34124375,3.65125614680813,14.088125,2.76
HPQ,,27.15,47.12339607843138,0.7356683638464596,6.033725490196079,2.84
IDXX,,505.05,798.4196517857144,0.580872491408206,38.51517857142858,0.0
INFO,,91.2,438.0373375,3.803040981359649,50.875416666666666,0.89
IEX,,199.36,387.6393750000001,0.9444190158507226,20.56442307692308,1.01
ITW,,203.3,401.9990875,0.9773688514510573,15.62375,2.23
ILMN,,450.0,1464.0305285714282,2.253401174603174,66.27571428571429,0.0
IBM,,122.24,333.3832941176471,1.7272848013550972,10.270588235294118,5.27
ICE,,111.66,294.2276489361702,1.6350317834154597,20.911702127659574,1.06
IP,,48.1,77.23123333333332,0.6056389466389464,14.462777777777776,4.29
IPG,,26.29,85.125488,2.237941726892355,14.282800000000002,3.83
ISRG,,779.35,1579.4187709090907,1.0265846807071157,44.253818181818176,0.0
INTU,,397.29,759.6558749999999,0.9120941251982176,29.650892857142853,0.61
IFF,,135.57,311.4454842105263,1.297303859338543,20.449473684210524,2.42
IVZ,,22.72,45.65055,1.009267165492958,12.045,2.78
IPGP,,244.31,267.28366874999995,0.0940349095411565,24.95645833333333,0.0
IQV,,183.82,253.81151111111106,0.3807611310581605,69.34740740740739,0.0
IRM,,33.38,82.27315200000001,1.4647439185140805,26.369600000000002,7.48
J,,112.04,433.5802714285714,2.869870326924057,20.587857142857143,0.7
SJM,,115.35,415.77602181818185,2.604473531150255,15.075272727272727,3.13
JKHY,,148.77,348.421869090909,1.34201700000611,22.83236363636363,1.09
JBHT,,146.72,378.298075,1.5783674686477644,21.27660714285714,0.77
JCI,,51.6,106.82879999999997,1.0703255813953483,12.479999999999999,2.01
JNPR,,25.44,105.99838846153845,3.166603320029027,27.74826923076923,3.18
KSU,,202.98,538.6452210526315,1.6536861811638168,22.057543859649122,0.86
K,,57.64,197.53644705882354,2.4270722945666816,15.90470588235294,3.95
KEYS,,148.45,517.1433913043477,2.4836200155227197,39.53695652173912,0.0
KEY,,18.96,44.394254545454544,1.3414691215957038,10.229090909090909,3.91
KMB,,132.43,411.5068999999999,2.107354073850335,15.552037037037033,3.24
KIM,,17.63,122.62319019607843,5.95537096971517,21.033137254901963,3.75
KLAC,,298.31,402.666516,0.3498257383259026,14.3094,1.19
KMI,,14.57,19.0976,0.31074811256005486,39.78666666666667,7.13
KHC,,33.89,44.76150000000001,0.3207878430215406,17.150000000000002,4.72
KR,,33.59,146.09327222222223,3.3493084912837814,12.518703703703705,2.16
LHX,,187.52,533.991675,1.8476518504692832,41.9475,1.83
LH,,226.78,434.93293636363643,0.9178628466515408,18.23618181818182,0.0
LRCX,,532.5,983.6262166666667,0.8471853834115806,14.718333333333334,0.98
LW,,77.08,227.1327230769231,1.9467141032294122,22.555384615384618,1.18
LEG,,43.03,130.9452765957447,2.0431158864918593,15.968936170212768,3.66
LDOS,,109.35,325.9761826086957,1.9810350490049906,18.98521739130435,1.26
LEN,,92.99,374.49193846153844,3.027228072497456,13.393846153846152,1.05
LNC,,51.39,87.01158260869568,0.6931617553745023,8.942608695652176,3.2
LLY,,204.39,429.129092,1.099560115465532,18.8132,1.44
LIN,,252.72,295.5579217391304,0.16950744594464384,18.426304347826086,1.5
LMT,,342.34,1031.5370888888888,2.013194744665797,11.997407407407406,3.08
LKQ,,37.62,157.79812941176473,3.1945276292335123,21.295294117647064,0.0
LOW,,177.24,462.9404035714285,1.6119408912854234,17.819107142857142,1.34
LYB,,95.47,132.53136486486486,0.3881990663545078,6.957027027027026,4.4
MTB,,143.06,502.97173333333336,2.515809683582646,12.72701754385965,3.08
MKTX,,557.76,1013.7691928571429,0.8175724197811656,38.886428571428574,0.42
MAR,,126.75,216.23849361702128,0.7060236182802467,25.469787234042553,0.0
MLM,,316.0,1264.1004596491227,3.000317910282034,31.713508771929824,0.76
MMC,,112.73,291.38703999999996,1.5848224962299293,19.917090909090906,1.63
MKC,,90.77,202.52323928571428,1.2311693212042998,19.739107142857144,1.5
MAS,,55.28,335.70103783783776,5.072739468846558,18.424864864864862,0.98
MXIM,,91.31,232.98942545454545,1.551630987345805,23.60581818181818,0.0
MCD,,214.4,433.2030857142857,1.0205367803837953,17.35589285714286,2.44
MCK,,184.04,628.939646,2.4174073353618786,17.4754,0.91
MDT,,117.88,276.4401894736842,1.345098315860911,20.660701754385965,1.96
MRK,,75.04,300.5636886792452,3.0053796465784273,18.587735849056603,3.46
MET,,54.42,222.06027083333336,3.0804900924905065,7.737291666666667,3.4
MTD,,1206.5,2169.169392857143,0.7979025220531646,25.786607142857143,0.0
MGM,,36.47,204.67754999999994,4.6122168905950085,12.704999999999997,0.03
MCHP,,152.05,244.74909803921565,0.6096619404091788,29.847450980392157,0.97
MU,,83.32,108.68401764705882,0.30441691847166147,12.035882352941178,0.0
MAA,,136.3,343.56311320754713,1.5206391284486214,34.2877358490566,3.03
MHK,,159.91,664.5794117647058,3.155959050495315,19.235294117647058,0.0
MDLZ,,55.5,133.51382142857142,1.40565444015444,15.189285714285715,2.25
MNST,,90.45,276.63746785714284,2.058457356076759,32.699464285714285,0.0
MCO,,282.32,645.189045283019,1.2853111550121106,18.854150943396228,0.8
MS,,74.33,227.16723571428568,2.0561985162691467,10.86404761904762,1.89
MSI,,183.12,302.1984642857143,0.6502755804156525,17.219285714285714,1.56
MSCI,,417.97,725.2568631578945,0.7351888010093893,29.833684210526304,0.74
NDAQ,,143.13,328.4224518518519,1.294574525619031,17.413703703703703,1.38
NTAP,,68.75,318.54918599999996,3.633442705454545,22.2606,2.75
NEM,,60.01,293.82664,3.8962946175637394,18.631999999999998,2.65
NEE,,83.91,90.03959183673467,0.07304959881700246,12.681632653061222,1.68
NKE,,141.79,162.05340599999997,0.14291139008392675,21.018599999999996,0.77
NOC,,303.63,811.3246222222222,1.672083200679189,13.714074074074073,1.93
NSC,,245.29,419.01076363636366,0.7082260330073125,12.743636363636366,1.62
NTRS,,96.8,362.9089655172413,2.749059561128526,15.475862068965515,2.87
NLOK,,21.65,141.06832325581397,5.515857887104572,7.876511627906977,2.43
NRG,,43.08,741.1417411764705,16.203847288218906,11.565882352941175,3.09
NUE,,54.68,126.0363924528302,1.3049815737532955,18.727547169811324,3.02
NVR,,4699.74,15644.644446428569,2.3288319027070794,19.65160714285714,0.0
ORLY,,453.27,1675.0907672727278,2.6955694558932377,21.341454545454553,0.0
ODFL,,208.99,399.676375,0.9124186563950428,20.6125,0.28
OKE,,43.36,132.94158070175436,2.065995864892859,16.76438596491228,8.61
OMC,,66.74,263.72975454545457,2.9515995586672847,12.648909090909092,3.9
ORCL,,63.67,213.9708092592593,2.3606221023913823,16.755740740740745,1.52
PCAR,,99.41,221.7107142857143,1.2302657105493844,12.669183673469387,1.32
PH,,275.66,538.4736160714285,0.9533977220903594,14.895535714285714,1.26
PKG,,133.79,262.74375,0.9638519321324464,12.65625,3.01
PAYX,,90.89,235.9632206896552,1.5961406171158017,19.76241379310345,2.7
PAYC,,425.7,1000.3739391304348,1.3499505264985547,81.39739130434783,0.0
PNR,,55.15,122.32438400000001,1.218030534904805,15.6026,1.43
PBCT,,15.03,69.20663018867924,3.6045662134849796,15.622264150943396,4.86
PEP,,139.6,357.0240631578948,1.557478962449103,17.604736842105265,2.91
PKI,,147.22,327.2365867924528,1.2227726313846814,28.62962264150943,0.19
PRGO,,43.9,127.81181714285715,1.9114309144158808,31.022285714285715,2.07
PFE,,34.74,108.30568275862068,2.117607448434677,12.771896551724137,4.48
PM,,85.63,250.71761599999996,1.9279179726731284,13.5964,5.58
PNW,,76.66,266.62851666666666,2.478065701365336,12.93685185185185,4.32
PXD,,132.35,296.765,1.242274272761617,24.325,1.65
PNC,,160.11,575.3822678571429,2.5936685269948336,10.015357142857141,2.9
PPG,,137.29,287.0233071428571,1.09063520389582,16.913571428571426,1.54
PPL,,27.95,94.8449490909091,2.3933792161327045,10.376909090909091,5.96
POOL,,350.54,680.6297745454544,0.9416607934770765,24.51836363636363,0.65
PFG,,54.4,167.79845454545458,2.084530414438503,10.017818181818184,4.14
PGR,,86.27,329.8202703703703,2.8231166149341638,11.408518518518516,5.34
PLD,,107.52,253.05067435897433,1.3535218969398657,27.899743589743586,2.17
PEG,,58.73,152.42733333333334,1.5953913388955108,11.417777777777777,3.33
PSA,,236.37,795.1682046511627,2.3640826020694785,28.27767441860465,3.44
PHM,,49.2,204.76413428571428,3.161872648083623,11.356857142857141,1.14
QRVO,,168.17,574.0055777777778,2.4132459878562043,46.36555555555556,0.0
PWR,,77.17,229.03918867924529,1.9679822298722984,22.654716981132076,0.31
QCOM,,145.5,235.20353478260867,0.6165191393993723,16.788260869565217,1.76
RJF,,110.84,315.21554999999995,1.843879014796102,13.898392857142856,1.42
DGX,,123.55,385.50624137931027,2.120244770370783,15.035344827586206,1.84
O,,62.5,168.34063157894735,1.6934501052631576,30.496491228070173,4.62
REG,,49.54,123.32865454545454,1.4894762726171686,41.38545454545454,4.86
REGN,,490.68,3950.7976516129033,7.0516785921841185,42.24548387096774,0.0
RF,,19.48,34.13945853658536,0.7525389392497617,10.872439024390243,3.17
RMD,,199.86,493.778275862069,1.470620813880061,28.624827586206898,0.77
RSG,,90.52,267.4074807017543,1.9541259467714795,20.242807017543857,1.85
RHI,,72.19,204.3178836734694,1.830279590988633,17.50795918367347,1.89
ROK,,244.75,476.54430000000013,0.9470655771195102,17.310000000000006,1.73
ROL,,37.92,60.7721875,0.6026420754219409,34.72696428571429,0.57
ROP,,403.73,1229.56025,2.045501325143041,23.51875,0.55
ROST,,120.05,166.91733333333335,0.3903984450923228,17.533333333333335,0.0
SPGI,,333.0,1087.5642200000002,2.2659586186186194,28.08066666666667,0.82
CRM,,236.7,1158.2480821428571,3.8933167813386445,180.69392857142856,0.0
STX,,72.36,165.02474999999998,1.2806073797678272,9.0375,3.75
SRE,,126.85,585.4134038461539,3.6150051544828843,13.661923076923076,3.35
SEE,,45.45,172.21635600000005,2.789138745874588,18.340400000000002,1.41
SHW,,713.01,1645.299403448276,1.3075404320392086,22.254827586206897,0.74
SPG,,102.55,566.5681509433961,4.524799131578703,24.253773584905655,5.26
SLG,,64.65,296.8405603773585,3.591501320608793,24.271509433962265,5.65
SWKS,,185.29,386.8970981818181,1.0880624868142807,19.06836363636363,1.1
SO,,60.64,178.55991320754717,1.9445895977497885,12.763396226415095,4.22
SNA,,189.55,558.989581818182,1.9490349871705726,13.81927272727273,2.65
SWK,,175.58,378.162,1.1537874473174619,16.919999999999998,1.59
SBUX,,105.87,121.79024905660381,0.15037545155949567,25.803018867924532,1.69
STT,,75.84,300.34244814814815,2.9602116053289573,12.304074074074075,2.73
SYK,,243.03,452.409375,0.8615371559066782,26.272321428571427,1.04
STE,,183.3,487.7988051724138,1.6612046108696876,26.78741379310345,0.87
SYF,,37.12,101.26463636363638,1.7280343847962387,9.281818181818183,2.34
SIVB,,500.99,1338.4174499999997,1.67154524042396,18.599464285714284,0.0
SNPS,,278.16,402.2442156862746,0.4460893575146482,27.740980392156867,0.0
TMUS,,124.45,289.0642066666667,1.3227336815320747,23.330444444444446,0.0
TTWO,,200.31,519.8777,1.5953656831910539,35.754999999999995,0.0
TROW,,165.14,485.71541132075475,1.9412341729487392,15.140754716981133,2.2
TGT,,194.29,316.33928571428584,0.6281809960074417,12.051020408163268,1.4
TDY,,388.31,725.3442392857145,0.8679514802238275,18.723392857142862,0.0
TER,,128.27,308.3803191489362,1.404149989467032,22.427659574468088,0.31
TFX,,403.21,996.1124081632655,1.4704556141049716,25.282040816326536,0.34
TXN,,173.69,331.8785714285714,0.9107523255718313,16.59392857142857,2.33
TMO,,489.3,1146.3341517241379,1.3428043158065357,28.466206896551725,0.18
TJX,,69.0,89.7463,0.3006710144927537,17.192777777777778,0.0
TXT,,49.32,100.67808000000001,1.041323600973236,16.450666666666667,0.16
TSCO,,156.45,466.62469827586204,1.9825803660969132,20.971896551724136,1.02
TDG,,596.64,977.1594222222221,0.6377705521289591,20.015555555555554,0.0
TRV,,147.16,291.30318750000004,0.9794997791519438,9.566607142857142,2.33
TRMB,,74.72,314.5232946428572,3.20935886834659,39.56267857142858,0.0
TFC,,53.71,137.21222727272726,1.5546867859379492,11.677636363636363,3.4
TYL,,423.12,907.0909666666666,1.1438149146026344,53.64228070175439,0.0
