Num,Name,Current Price,Fair Price,gap,avg_pe,div_yield,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded
WRB,,67.55,83.86436923076923,0.2415154586346296,11.394615384615385,0.73,WRB,W. R. Berkley Corporation,reports,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",2019-12-05,0000011544,"1967
"
WM,,113.69,268.2477849056604,1.3594668388218878,17.6711320754717,1.91,WM,Waste Management Inc.,reports,Industrials,Environmental & Facilities Services,"Houston, Texas",,0000823768,"1968
"
WAT,,284.02,624.3039115384615,1.198098413979514,21.51288461538461,0.0,WAT,Waters Corporation,reports,Health Care,Health Care Distributors,"Milford, Massachusetts",,0001000697,"1958
"
WEC,,85.89,214.9973,1.503170334148329,15.129999999999995,2.97,WEC,WEC Energy Group,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,"0000783325
","1896
"
WFC,,33.26,39.195105882352955,0.17844575713628835,10.207058823529414,1.2,WFC,Wells Fargo,reports,Financials,Diversified Banks,"San Francisco, California",1976-06-30,"0000072971
","1852
"
WELL,,64.93,344.2365925925927,4.30165705517623,29.1725925925926,3.86,WELL,Welltower Inc.,reports,Real Estate,Health Care REITs,"Toledo, Ohio",2009-01-30,"0000766704
","1970
"
WU,,23.47,79.09488260869563,2.3700418665826857,9.813260869565216,3.87,WU,Western Union Co,reports,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",2006-09-29,0001365135,"1851
"
WST,,292.29,454.2744315789473,0.5541908090558941,31.157368421052627,0.23,WST,West Pharmaceutical Services,reports,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,"0000105770
","1923
"
WHR,,199.3,592.456826923077,1.9726885445212088,11.951923076923075,2.49,WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",,0000106640,"1911
"
WLTW,,225.63,1115.5609823529412,3.94420503635572,34.67705882352941,1.26,WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,"London, United Kingdom",2016-01-05,"0001140536
","2016
"
WY,,34.4,51.62247272727272,0.5006532769556025,23.14909090909091,1.93,WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,"Federal Way, Washington",,0000106535,"1900
"
XEL,,62.12,150.76536206896554,1.427001965050958,14.637413793103446,2.76,XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1957-03-04,0000072903,"1909
"
XRX,,23.94,127.31250000000004,4.317982456140352,8.750000000000002,4.13,XRX,Xerox,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",,0001770450,"2017 (1906)
"
XLNX,,140.85,194.9932581818182,0.3844036789621456,19.57763636363636,1.07,XLNX,Xilinx,reports,Information Technology,Semiconductors,"San Jose, California",1999-11-08,"0000743988
","1984
"
XYL,,101.14,135.497925,0.3397065948190628,26.1075,1.03,XYL,Xylem Inc.,reports,Industrials,Industrial Machinery,"White Plains, New York",2011-11-01,0001524472,"2011
"
YUM,,103.12,195.27060535714284,0.8936249549761718,15.992678571428574,1.82,YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,"0001041061
","1997
"
ZBRA,,425.27,894.5221230769231,1.103421645253423,23.96897435897436,0.0,ZBRA,Zebra Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",2019-12-23,"0000877212
","1969
"
ZION,,49.59,142.2414909090909,1.8683502905644465,15.067954545454548,2.8,ZION,Zions Bancorp,reports,Financials,Regional Banks,"Salt Lake City, Utah",2001-06-22,"0000109380
","1873
"
ZTS,,160.62,485.92250384615375,2.025292640058235,36.50807692307692,0.62,ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",2013-06-21,0001555280,"1952
"
